priority_rank,content_id,client_id,priority_score,recommended_action,reason_codes,search_volume,impressions_90d,clicks_90d,trend_pct,days_since_last_update,word_count,content_age_days
22259,content_9f2ca3ad3165,client_4e07408562,0.00046768661643957824,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",1900.0,3412,5,-21.8,7,2519.0,445
22260,content_f94c8457d590,client_4e07408562,0.0004671255431449784,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,12713,6,-6.9,14,2904.0,280
22261,content_8223440cd40c,client_6208ef0f77,0.00046669999476797714,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,35051,11,-20.0,104,5644.0,286
22262,content_9d04f7cee5bb,client_6208ef0f77,0.000465707362758291,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1606,8,-22.7,104,3443.0,124
22263,content_96edac60ca54,client_b4944c6ff0,0.00045802902671745034,Content review,VISIBLE,10.0,1630,4,138.3,20,2932.0,90
22264,content_c967a0fdc30e,client_19581e27de,0.0004574217306783122,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,3022,7,-30.4,22,,466
22265,content_025b438e8c4b,client_6208ef0f77,0.00045604513134695006,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,5424,8,-11.7,104,5927.0,139
22266,content_373c4575d136,client_3fdba35f04,0.00045475459975238185,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",140.0,3693,5,-63.2,14,2640.0,165
22267,content_373ec112d46d,client_4e07408562,0.00045279103347630866,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1826,6,-52.8,104,,487
22268,content_814443a5ea49,client_3fdba35f04,0.00045230376560593903,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,7070,7,-54.8,26,2653.0,333
22269,content_67021fcf60c7,client_2c624232cd,0.0004513968299926524,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,3806,5,28.5,11,2458.0,438
22270,content_5b1e8d3f3827,client_19581e27de,0.00045030163261929447,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2870,8,-69.1,20,3059.0,95
22271,content_8b95fc9f5184,client_19581e27de,0.0004502750356553619,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",170.0,471,0,-10.3,22,,421
22272,content_fd724877e1d9,client_19581e27de,0.0004488542179320103,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,8381,13,-48.9,22,,441
22273,content_b80b0230d0a9,client_4e07408562,0.00044763748927972684,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",390.0,9947,10,-38.6,25,2801.0,445
22274,content_ac2b9b614835,client_f74efabef1,0.0004462419752361856,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,3042,6,-8.1,20,3285.0,175
22275,content_914ac4179d4e,client_6208ef0f77,0.0004460161246593937,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3518,5,-6.8,20,3829.0,111
22276,content_a74cf0499a8b,client_3fdba35f04,0.00044579254983141903,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",210.0,8024,8,-64.1,104,,460
22277,content_8f39d99dfcfc,client_6208ef0f77,0.00044424213687842387,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,29981,16,-53.6,104,5748.0,153
22278,content_fa59635f0365,client_19581e27de,0.000443385160535481,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",10.0,2207,8,5.1,104,,329
22279,content_2769cc03cc81,client_3fdba35f04,0.0004427212360722768,Freshness review,STALE,0.0,247,0,32.1,104,1725.0,263
22280,content_7fe793f50549,client_a88a7902cb,0.0004422537094590857,Monitor,HIGH_DEMAND,40.0,369,0,47.1,20,3126.0,90
22281,content_b7dc979708d6,client_19581e27de,0.0004409637857184737,Freshness review,STALE,0.0,663,0,98.7,104,,144
22282,content_3bc098c10285,client_4e07408562,0.0004397962432970126,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2024,7,-66.7,7,2822.0,487
22283,content_16743e785219,client_6208ef0f77,0.00043605991871100715,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3322,8,-43.2,20,3254.0,111
22284,content_8aaa8f755b5c,client_f74efabef1,0.0004349892645741618,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2810,9,-69.0,20,2410.0,125
22285,content_565c92d02525,client_3fdba35f04,0.0004346131347462175,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",6600.0,2741,9,-79.8,104,1426.0,223
22286,content_44ab236094a1,client_6208ef0f77,0.0004331619970973203,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,5730,9,-33.5,104,7358.0,223
22287,content_8f301b20e516,client_19581e27de,0.0004310604132515941,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,2319,10,-59.7,104,,236
22288,content_32d99307d773,client_624b60c58c,0.00043069265475301866,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",,4433,8,-14.9,104,3896.0,291
22289,content_c81b352b270b,client_4e07408562,0.0004296645852585389,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",390.0,5041,8,-0.6,20,2544.0,445
22290,content_37767b424074,client_f369cb89fc,0.0004294112952500657,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1064,13,-76.7,20,2794.0,187
22291,content_c694a82deaeb,client_b4944c6ff0,0.00042892101813356027,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1599,6,-79.2,20,2630.0,95
22292,content_c540903bb40b,client_3fdba35f04,0.00042805792830641185,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,8645,12,-56.1,26,2555.0,333
22293,content_d1d3bf09ecf3,client_19581e27de,0.0004278377810188057,Freshness review,STALE,10.0,332,0,29.8,104,,329
22294,content_1765487b78f6,client_2c624232cd,0.0004276930497473289,Monitor,HIGH_DEMAND,320.0,252,0,17.5,22,,438
22295,content_708d39cf59f5,client_19581e27de,0.000425794291977735,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,8435,5,34.0,104,,144
22296,content_7ddf5aeac37d,client_d4735e3a26,0.00042579087582012427,Monitor,REVIEW,,140,4,33.3,20,946.0,287
22297,content_a8bae82215d0,client_19581e27de,0.0004257544771309511,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",590.0,1443,0,-4.0,22,,463
22298,content_123b5d750cbc,client_4ec9599fc2,0.0004220320253737287,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",,922,2,-100.0,8,4138.0,91
22299,content_5ae19b72b43c,client_6208ef0f77,0.00042179980839026254,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,36244,9,-68.6,104,5270.0,216
22300,content_b872eeb1b563,client_19581e27de,0.00041916348870877355,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",70.0,4272,9,-9.7,20,3269.0,124
22301,content_681a43300b4f,client_f369cb89fc,0.00041911424322031547,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,8703,9,-77.2,20,2627.0,97
22302,content_628d03d823d8,client_19581e27de,0.00041910976613230297,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,990,4,-9.6,104,,329
22303,content_05bffa8ffdcf,client_19581e27de,0.0004189546391717002,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,827,4,14.3,104,,330
22304,content_ba9b89b41da2,client_2c624232cd,0.00041794550963316105,Monitor,REVIEW,0.0,322,0,56.9,22,,517
22305,content_3f4cc94eb328,client_19581e27de,0.00041767919450873964,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,7457,7,-24.8,104,,236
22306,content_5ec26aae8f2f,client_3fdba35f04,0.0004162725818936509,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1994,4,-59.6,14,3198.0,333
22307,content_a498b30af4f7,client_4e07408562,0.00041614917468877586,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",70.0,1722,8,-6.7,7,2866.0,390
22308,content_2a0b4da70435,client_3fdba35f04,0.0004157198474110188,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2434,13,-28.4,104,1453.0,124
22309,content_8fd785bcf705,client_a88a7902cb,0.0004147120305157454,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",90.0,1282,5,-44.0,20,2775.0,98
22310,content_e3e957b1a47b,client_f74efabef1,0.0004144717988234135,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,5675,12,-81.5,20,2433.0,117
22311,content_a1fbb8ce1856,client_3fdba35f04,0.00041430639205839045,Content review,VISIBLE,0.0,4192,5,6.3,20,2407.0,174
22312,content_77edb2389c64,client_f74efabef1,0.00041383327532264354,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,3407,5,-6.2,20,2676.0,144
22313,content_d0514841218d,client_6208ef0f77,0.0004136382641989297,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2242,4,-19.4,104,6024.0,139
22314,content_f4e210ee0c27,client_7f2253d7e2,0.0004136346025516298,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,24784,16,-73.4,20,4395.0,224
22315,content_51b9f75b43fa,client_19581e27de,0.00041207732634001166,Content review,VISIBLE,10.0,3188,13,26.8,20,3058.0,98
22316,content_71db03c4c974,client_f369cb89fc,0.00041066057173237626,Monitor,DECLINING,10.0,697,4,-57.1,20,2531.0,179
22317,content_00e228943abc,client_3fdba35f04,0.00040947688651658186,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,5658,5,-27.8,14,2927.0,155
22318,content_5be41dbf015b,client_19581e27de,0.00040913397131169937,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2999,10,-46.8,22,,441
22319,content_20c83c3144ac,client_f74efabef1,0.0004070925226363627,Content review,VISIBLE,0.0,1077,5,16.4,20,2630.0,92
22320,content_b4e4740f3aa9,client_2c624232cd,0.00040492425770731905,Monitor,DECLINING,0.0,151,0,-13.1,22,,517
22321,content_3d2f6bab9b73,client_7f2253d7e2,0.00040333245547192375,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,5412,6,-80.9,20,3865.0,230
22322,content_88a15facff24,client_19581e27de,0.00040129101071008095,Content review,VISIBLE,10.0,990,7,56.5,22,,441
22323,content_ee9f4769574f,client_4ec9599fc2,0.00040113145340067984,Monitor,REVIEW,,152,4,8.2,20,1140.0,353
22324,content_1a505c4f684a,client_349c41201b,0.0004011205159970885,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,948,4,-26.8,20,3026.0,119
22325,content_c897409546b8,client_349c41201b,0.0004008979556579509,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1717,8,-35.1,20,3092.0,144
22326,content_60d9964e7a9b,client_f74efabef1,0.00040051024558005014,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1123,1,-69.7,20,2598.0,92
22327,content_4427dc2e32a1,client_4e07408562,0.0003998104470807475,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,1272,9,-42.3,7,2911.0,390
22328,content_0fd2552f350f,client_6208ef0f77,0.00039953739727299715,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1645,4,-56.8,20,3311.0,90
22329,content_3234d64d00b5,client_a88a7902cb,0.00039729958639086836,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,5109,12,-60.1,20,2584.0,90
22330,content_aeb73ce6aa35,client_a88a7902cb,0.0003966364756684419,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,2959,9,-7.4,20,2989.0,90
22331,content_2c89cb89145f,client_6208ef0f77,0.0003964651094152808,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1060,1,-19.9,104,6409.0,300
22332,content_ca0543268f58,client_3fdba35f04,0.0003964266537828488,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1852,0,-54.2,19,2534.0,117
22333,content_54db59b94f0d,client_3fdba35f04,0.0003953881684334837,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",90.0,1560,0,-80.4,104,1704.0,264
22334,content_f6de82076ad7,client_19581e27de,0.0003939413074550996,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,622,0,-15.1,104,,330
22335,content_4e3394831910,client_3fdba35f04,0.00039389487711488457,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,4679,6,-76.9,104,1428.0,165
22336,content_59fe84095754,client_bbb965ab0c,0.0003938941869431254,Monitor,DECLINING,10.0,540,4,-87.7,20,2603.0,91
22337,content_27abd394431c,client_19581e27de,0.0003923108555609687,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,11873,14,-60.9,22,,421
22338,content_2d6dd9c9b23f,client_349c41201b,0.00039119479112555833,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,28028,15,-71.0,20,4412.0,154
22339,content_08500acfbe7c,client_4e07408562,0.00039058669610637947,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,1993,5,-45.6,7,2900.0,421
22340,content_2abf85e2acd3,client_f369cb89fc,0.0003877123407891537,Monitor,DECLINING,0.0,363,5,-55.5,20,2611.0,138
22341,content_2ed4cd0eb5a9,client_f74efabef1,0.00038478063574501825,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",90.0,2329,2,,20,3845.0,175
22342,content_b39df6b510ad,client_19581e27de,0.0003841909000994299,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1871,3,-11.7,22,,482
22343,content_ee6818d43583,client_f369cb89fc,0.00038410729748792363,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,4538,8,80.5,20,3055.0,97
22344,content_58f7da7d57fa,client_4e07408562,0.00038293545385271495,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,3906,7,-37.1,14,2801.0,280
22345,content_4c17a0b47c68,client_4e07408562,0.00038130846263317153,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2969,7,-17.8,13,2677.0,280
22346,content_7ad63221e5e1,client_19581e27de,0.0003807157423438703,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,5209,7,-72.2,104,,313
22347,content_2c4dc1a8efbe,client_19581e27de,0.0003799320970062924,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,11939,10,-21.9,104,,313
22348,content_2c3e1a414ec7,client_349c41201b,0.00037913835379508573,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2128,9,-66.7,20,4032.0,165
22349,content_588ad89bda71,client_6208ef0f77,0.00037795057613838537,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,5234,6,-38.0,104,5626.0,287
22350,content_16587d23acba,client_6208ef0f77,0.000376621328374582,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,19516,4,-64.1,104,5044.0,287
22351,content_24876b1073c7,client_19581e27de,0.0003765759157586737,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1845,6,-19.9,20,3228.0,112
22352,content_3249bcb504e3,client_3fdba35f04,0.0003754425986754166,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1547,11,-62.6,14,2845.0,284
22353,content_f1faa7d4a1f0,client_19581e27de,0.00037450241475332833,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2642,6,-33.0,22,,482
22354,content_9d3176e95953,client_3fdba35f04,0.0003733499309741778,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2515,10,-58.8,104,1685.0,165
22355,content_24e64303de4d,client_3fdba35f04,0.00037230249989537594,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2184,6,-41.6,104,1564.0,139
22356,content_a8a2c6189790,client_4e07408562,0.00037217215190271186,Content review,VISIBLE,10.0,8865,10,0.8,25,2509.0,445
22357,content_fb15ed71f582,client_4e07408562,0.0003720120648238288,Monitor,DECLINING,10.0,618,4,-15.6,7,2435.0,421
22358,content_0ed174e5c4d3,client_19581e27de,0.0003719978162860944,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,3136,9,-68.1,20,2879.0,112
22359,content_f72b2dfb8501,client_19581e27de,0.00037162868740794544,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,7436,7,-52.6,104,,257
22360,content_a9ca10b9f6d8,client_4e07408562,0.000370306324669871,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2126,10,-58.3,7,3210.0,420
22361,content_84f9433922ce,client_19581e27de,0.0003698480713153784,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2555,7,-34.7,104,,330
22362,content_a089e21690a5,client_6208ef0f77,0.00036963115340240486,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,12727,6,-59.7,104,5902.0,287
22363,content_70af4255f30b,client_19581e27de,0.0003694271639809828,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,7131,11,-68.9,104,,329
22364,content_24d2d6b4ede9,client_3fdba35f04,0.0003680621846228706,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,6354,12,-31.7,20,3064.0,263
22365,content_ad39efde2677,client_3fdba35f04,0.00036800767531085737,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,3242,4,-84.9,14,2790.0,174
22366,content_6de8c512827f,client_4e07408562,0.00036707976076194717,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",2400.0,2521,9,25.5,13,2491.0,545
22367,content_3cf1dc2271b5,client_4e07408562,0.00036706316566372616,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2180,4,-18.7,14,3032.0,326
22368,content_092df0c6afc7,client_4e07408562,0.000366970182244695,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,4070,9,-23.9,25,3080.0,228
22369,content_035aa1e4a834,client_6208ef0f77,0.0003664607551918121,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,4448,7,29.6,104,6691.0,236
22370,content_5a67177a8e65,client_6208ef0f77,0.00036543962043500926,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,7576,6,4.4,104,5424.0,223
22371,content_dfc00ceb883d,client_4e07408562,0.00036527705717272733,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1927,4,-43.1,14,2603.0,228
22372,content_a40c1971346a,client_f74efabef1,0.00036466682894987227,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2433,5,,20,3567.0,175
22373,content_d4381003fd11,client_7f2253d7e2,0.00036406792170221806,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3402,10,-57.8,20,2719.0,90
22374,content_fa654994bcce,client_349c41201b,0.0003635839681157524,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,5708,11,-59.7,20,3482.0,154
22375,content_2d30c9641c46,client_f74efabef1,0.00036185481466666756,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,4276,10,-1.7,20,3460.0,144
22376,content_d9d1efc4f0c8,client_7f2253d7e2,0.0003607806679526705,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,6659,7,-57.2,20,3633.0,147
22377,content_3a1c5bce24e0,client_f74efabef1,0.0003591669135653173,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,1250,5,,20,3108.0,175
22378,content_7b6722b12c0e,client_3fdba35f04,0.0003591212724516732,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,5210,6,28.2,20,2784.0,165
22379,content_08975daa4db2,client_b4944c6ff0,0.00035748149458258505,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1861,7,-54.1,20,2587.0,90
22380,content_9d3004844e8b,client_2c624232cd,0.0003556743731179439,Monitor,REVIEW,0.0,393,0,46.7,22,,517
22381,content_d774f47c2773,client_6208ef0f77,0.0003539461164656687,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2476,4,-46.0,104,5560.0,223
22382,content_e60192b8a0a9,client_624b60c58c,0.0003527662286502604,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,870,0,-12.3,104,1676.0,356
22383,content_a687cbf3417f,client_4e07408562,0.000351830109832927,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1979,0,-22.8,7,2139.0,348
22384,content_f284b1c0ce6c,client_19581e27de,0.00035170441296690437,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,6079,11,-58.8,104,6054.0,139
22385,content_7299ec98cd1e,client_624b60c58c,0.00035062561575796444,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",,1042,5,-29.1,20,3743.0,103
22386,content_3786b60f8db3,client_d4735e3a26,0.00035025717733138035,Monitor,REVIEW,,66,7,90.0,20,869.0,295
22387,content_64b2508ad098,client_9400f1b21c,0.0003495405564215622,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1531,1,-24.2,20,,557
22388,content_fb372b1383b1,client_3fdba35f04,0.00034909222824581934,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,3600,5,-43.2,104,1580.0,124
22389,content_8acc02dd9cad,client_4e07408562,0.0003475551763789137,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,2789,7,-34.3,7,3152.0,421
22390,content_dc0d776ba8e5,client_19581e27de,0.0003471644037314297,Freshness review,STALE,10.0,310,0,18.0,104,,362
22391,content_79d569cb12af,client_f369cb89fc,0.0003470368906072472,Content review,VISIBLE,10.0,1928,8,31.7,20,2636.0,96
22392,content_8d36b52de328,client_3fdba35f04,0.0003467337747667566,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2179,10,-59.2,104,1486.0,223
22393,content_93212d38d737,client_19581e27de,0.0003465817051659778,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,4868,7,-60.0,20,3024.0,119
22394,content_7f89928335ae,client_f369cb89fc,0.00034563083187895904,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1186,8,-51.2,20,2674.0,187
22395,content_79bb85959143,client_19581e27de,0.00034483333452117515,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,10272,11,-81.4,104,2795.0,126
22396,content_ebff410c5771,client_19581e27de,0.00034420620485548555,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,28400,12,-43.3,104,,313
22397,content_760586482668,client_4e07408562,0.0003419485969061769,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2952,6,-29.8,13,2470.0,277
22398,content_ead61325aef8,client_3fdba35f04,0.00034166819132177656,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1841,7,-64.9,104,1318.0,310
22399,content_4b0776d99e38,client_19581e27de,0.0003397598513537735,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,765,0,-45.3,22,,480
22400,content_8d2547eb801b,client_19581e27de,0.00033958032947587494,Freshness review,"STALE, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,3617,8,9.0,104,,329
22401,content_3c52facfe69a,client_3fdba35f04,0.00033923009991200265,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1105,5,-35.2,104,1526.0,333
22402,content_d9f45a4c153c,client_19581e27de,0.0003380742191970965,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,6117,6,-25.4,20,2550.0,417
22403,content_2fab4ecc4bf4,client_19581e27de,0.000335671104783611,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,4506,9,-13.8,22,,482
22404,content_5a6e508b7597,client_4e07408562,0.0003353167205883948,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,9535,10,-93.5,20,2966.0,421
22405,content_0b0e34cb3617,client_19581e27de,0.00033512290757993236,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1612,8,-62.8,20,3218.0,95
22406,content_3b806fcc5b2c,client_6208ef0f77,0.00033432311067212704,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3085,1,-52.3,104,6289.0,287
22407,content_0640a4e7843a,client_19581e27de,0.0003331323242355217,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,3546,5,-24.7,22,,482
22408,content_f02e5fb77bc3,client_3fdba35f04,0.00033304761018008907,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",1000.0,3067,5,-60.7,104,1674.0,139
22409,content_59ece1849417,client_3fdba35f04,0.0003326683175734707,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,1829,9,-52.7,14,3016.0,284
22410,content_bb9c1241107e,client_f74efabef1,0.0003325467490671832,Monitor,REVIEW,10.0,455,8,,20,2951.0,175
22411,content_768cc61d9554,client_2c624232cd,0.00033213469393066184,Monitor,REVIEW,,356,0,63.1,22,,517
22412,content_fdfb5031bc10,client_19581e27de,0.0003306786284755539,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,737,8,-54.6,22,,482
