content_id,ctr,days_since_last_update,search_volume,score,reason_code,action,rank
content_f7876dfca965,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6643
content_f788586de53d,0.06,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6644
content_f795fecd5600,0.02,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6645
content_f7bcee6ffc33,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6646
content_f7c3e75bbcb2,0.07,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6647
content_f7d3b421f01e,0.0,20,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6648
content_f7d8df35bc17,0.0,22,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6649
content_f7de2c48d051,0.0,8,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6650
content_f7f6f3f8054e,0.0,8,90.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6651
content_f7fb266fb255,0.03,22,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6652
content_f7fbace6cc40,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6653
content_f8072ac02727,0.0,22,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6654
content_f80d8d413356,0.03,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6655
content_f813d0a86175,0.07,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6656
content_f81f77c35adb,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6657
content_f834164ae284,0.03,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6658
content_f834aa112122,0.0,20,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6659
content_f83745bc2b36,0.0,22,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6660
content_f837bce80741,0.0,22,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6661
content_f83c602379ea,0.0,20,320.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6662
content_f847d7687414,0.0,22,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6663
content_f84d84b292d9,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6664
content_f855888aad11,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6665
content_f86bab7c3153,0.04,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6666
content_f8711a5f7d47,0.0,20,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6667
content_f8720660c734,0.0,20,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6668
content_f876921d2dbc,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6669
content_f89c67312439,0.0,20,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6670
content_f8ab3bcff650,0.0,22,90.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6671
content_f8acd89eb9ef,0.0,22,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6672
content_f8b232498008,0.0,20,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6673
content_f8b86708bbeb,0.0,20,110.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6674
content_f8b957de1e87,0.0,20,390.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6675
content_f8c0d031bd2a,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6676
content_f8c4c5b34fd2,0.0,8,90.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6677
content_f8cede80bc31,0.04,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6678
content_f8de7d4cee60,0.02,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6679
content_f8f3899a82eb,0.02,25,90.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6680
content_f8f53b831229,0.0,41,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6681
content_f8ff79378c14,0.0,19,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6682
content_f90a856f26ac,0.0,22,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6683
content_f915142c5701,0.06,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6684
content_f91533dcfe3f,0.0,8,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6685
content_f91defde9826,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6686
content_f91e67780f49,0.07,14,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6687
content_f924f7e00676,0.0,13,1300.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6688
content_f92c70e87619,0.0,20,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6689
content_f92cc1c6fb29,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6690
content_f948dd580e2a,0.0,20,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6691
content_f97e09bba9e2,0.05,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6692
content_f984592efb87,0.0,22,880.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6693
content_f987444c112a,0.0,22,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6694
content_f988b4cba4ea,0.01,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6695
content_f99668e4d7a8,0.0,22,2900.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6696
content_f997f9325cf4,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6697
content_f99bfbf1adc1,0.05,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6698
content_f99cd8381f34,0.0,20,320.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6699
content_f9a100f2d431,0.0,22,260.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6700
content_f9a58c1f22bf,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6701
content_f9a76e06fde0,0.05,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6702
content_f9b5ca91c2ed,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6703
content_f9c40e2ab163,0.07,20,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6704
content_f9c635766b72,0.0,28,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6705
content_f9cf5d56036a,0.0,151,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6706
content_f9cf67126e03,0.0,20,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6707
content_f9d671d9f48b,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6708
content_f9f37772c928,0.01,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6709
content_f9f6c5466495,0.0,20,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6710
content_f9fcb996c37f,0.0,8,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6711
content_fa0b94d604de,0.0,14,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6712
content_fa1b30619fae,0.0,20,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6713
content_fa3802369330,0.0,22,320.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6714
content_fa3d2af4d8c9,0.0,8,210.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6715
content_fa4b8e00edf9,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6716
content_fa53b1771cb3,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6717
content_fa5541f99996,0.0,8,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6718
content_fa5ac489c35f,0.0,22,9900.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6719
content_fa60b7ab4b35,0.0,22,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6720
content_fa86611a1036,0.0,22,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6721
content_fa89eb5430da,0.0,22,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6722
content_faac44bf09ec,0.0,20,110.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6723
content_faae9f8f6126,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6724
content_faaf1b1e4d65,0.0,20,2900.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6725
content_fab09a452add,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6726
content_fac7dee358f9,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6727
content_fad36e8a32dd,0.0,20,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6728
content_fae4e95a4efd,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6729
content_faed35c8b372,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6730
content_fb040daf088c,0.0,20,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6731
content_fb0779ae50a6,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6732
content_fb0e174a7284,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6733
content_fb17153bc8d4,0.0,20,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6734
content_fb1dd674693d,0.03,22,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6735
content_fb3bd08e5095,0.0,22,320.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6736
content_fb3e6fee9571,0.0,22,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6737
content_fb44b1f22339,0.0,22,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6738
content_fb4884e34467,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6739
content_fb4bf6555c79,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6740
content_fb58573ae799,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6741
content_fb5ea6f6ea7c,0.02,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6742
content_fb73082301f6,0.03,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6743
content_fb79d33c4d8a,0.0,20,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6744
content_fb7bee100eb1,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6745
content_fb87e6cf60af,0.06,13,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6746
content_fb8b3abe7331,0.0,20,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6747
content_fb9c3fb3e755,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6748
content_fb9fd30ef1cb,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6749
content_fba075b9d90e,0.05,11,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6750
content_fba37ae0d72e,0.0,13,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6751
content_fba5eaca6a9d,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6752
content_fba6fecbad0a,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6753
content_fbb3909aca0f,0.0,22,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6754
content_fbbd736e7c53,0.0,20,480.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6755
content_fbc28af64aca,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6756
content_fbc307eb7c19,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6757
content_fbd329c69d26,0.0,20,1300.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6758
content_fbd9623d5f72,0.0,20,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6759
content_fbdecc7242f3,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6760
content_fbeef1018ecf,0.0,8,210.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6761
content_fbf920bdfd52,0.0,13,40.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6762
content_fc041e073905,0.0,20,390.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6763
content_fc0de672fe9a,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6764
content_fc0eb5391f03,0.05,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6765
content_fc0f5616de45,0.06,20,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6766
content_fc29a10da579,0.05,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6767
content_fc29d6826b08,0.0,41,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6768
content_fc305bfa474f,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6769
content_fc34f96731ff,0.0,20,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6770
content_fc3dc8690c9c,0.07,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6771
content_fc46114c452e,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6772
content_fc701420f629,0.03,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6773
content_fc7ee928ca29,0.0,20,320.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6774
content_fc7fcdd30bb6,0.0,22,390.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6775
content_fc815a8369f5,0.06,7,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6776
content_fc8cb7532683,0.0,183,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6777
content_fc9339b249af,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6778
content_fcb376ef0f62,0.0,20,590.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6779
content_fcc273a8d7c0,0.0,22,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6780
content_fcc4de7a9d63,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6781
content_fcd579d2de51,0.0,22,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6782
content_fceefae1041d,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6783
content_fcfb13df26bf,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6784
content_fd16e3475c29,0.0,183,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6785
content_fd1cb7ce68f8,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6786
content_fd290bdd9c91,0.0,8,210.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6787
content_fd2e2edaddfa,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6788
content_fd3a9777ca26,0.0,20,140.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6789
content_fd3aafde5713,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6790
content_fd3db60a8609,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6791
content_fd790dee51bc,0.0,22,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6792
content_fd7cbb1b2e02,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6793
content_fd945d13065f,0.05,25,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6794
content_fd9756995805,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6795
content_fd994d7ea72d,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6796
content_fdb34f1ae1a9,0.0,22,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6797
content_fdd42eaa7750,0.0,22,14800.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6798
content_fddbcd9a84de,0.0,22,110.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6799
content_fdf934413e76,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6800
content_fe077354a11a,0.04,22,320.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6801
content_fe0a9670a08e,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6802
content_fe1be55e468e,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6803
content_fe24da8af7d7,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6804
content_fe2cde2fde5c,0.0,14,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6805
content_fe3f8dbf3614,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6806
content_fe5d259e6bc5,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6807
content_fe6500cb76b5,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6808
content_fe66fa70313d,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6809
content_fe6f5977ae89,0.0,28,110.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6810
content_fe707958b41a,0.0,20,720.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6811
content_fe9e5d4c8546,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6812
content_fea6a0d13b4a,0.07,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6813
content_feabb5319adc,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6814
content_feb2ef9173bd,0.0,22,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6815
content_fec1333070be,0.0,8,170.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6816
content_fecb3b1efda1,0.0,20,3600.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6817
content_fedb41f8dd38,0.05,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6818
content_fef96188fdad,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6819
content_fefba358f0c9,0.0,22,1000.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6820
content_ff11866f2d40,0.0,20,50.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6821
content_ff131dc63405,0.0,22,70.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6822
content_ff15f754e626,0.0,20,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6823
content_ff1825469830,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6824
content_ff1e1db5c019,0.05,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6825
content_ff1f0c71893f,0.03,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6826
content_ff29f6c8531d,0.04,22,2400.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6827
content_ff2c5f633778,0.04,22,1600.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6828
content_ff394ed70bc3,0.06,22,480.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6829
content_ff40dac897b8,0.0,20,480.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6830
content_ff4c87d8fcbc,0.0,20,30.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6831
content_ff4f2f542546,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6832
content_ff50d649ff49,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6833
content_ff67adc622e5,0.05,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6834
content_ff80a66b1ea5,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6835
content_ff87e058b27d,0.0,104,10.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6836
content_ff8f723f3107,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6837
content_ff9d27a58b7b,0.0,104,20.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6838
content_ffa00f2c389f,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6839
content_ffa3436e1d30,0.0,8,110.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6840
content_ffa4677c6787,0.0,8,210.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6841
content_ffaa01d849f7,0.06,14,260.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6842
content_ffab98747857,0.0,20,90.0,3,LOW_CTR+HIGH_VOLUME,REFRESH_REVIEW,6843
content_ffd6816424b1,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6844
content_ffeed86ef360,0.0,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6845
content_fff09668a5cc,0.03,104,0.0,3,LOW_CTR+STALE,REFRESH_REVIEW,6846
content_0008d03a5c6c,0.0,20,0.0,2,LOW_CTR,MONITOR,6847
content_000c896649cc,0.0,20,20.0,2,LOW_CTR,MONITOR,6848
content_0015d80e7092,0.0,20,0.0,2,LOW_CTR,MONITOR,6849
content_001707c6d170,0.0,8,0.0,2,LOW_CTR,MONITOR,6850
content_0021011e9850,0.03,22,20.0,2,LOW_CTR,MONITOR,6851
content_0022a6b4290f,0.07,20,0.0,2,LOW_CTR,MONITOR,6852
content_003380cff485,0.0,20,0.0,2,LOW_CTR,MONITOR,6853
content_0033b3958eff,0.0,8,0.0,2,LOW_CTR,MONITOR,6854
content_0035e41ab7c9,0.0,20,10.0,2,LOW_CTR,MONITOR,6855
content_003ae56f8011,0.0,20,20.0,2,LOW_CTR,MONITOR,6856
content_004291184aa0,0.0,20,0.0,2,LOW_CTR,MONITOR,6857
content_004341cd525e,0.04,20,0.0,2,LOW_CTR,MONITOR,6858
content_00530d75a8c7,0.0,8,0.0,2,LOW_CTR,MONITOR,6859
content_0058a0601323,0.0,28,10.0,2,LOW_CTR,MONITOR,6860
content_005d94fedb88,0.0,20,0.0,2,LOW_CTR,MONITOR,6861
content_0060cdbd415e,0.0,20,0.0,2,LOW_CTR,MONITOR,6862
content_00636cafb5a2,0.0,22,0.0,2,LOW_CTR,MONITOR,6863
content_0065d16af779,0.0,22,10.0,2,LOW_CTR,MONITOR,6864
content_007365c3d77d,0.0,20,10.0,2,LOW_CTR,MONITOR,6865
content_007f55873658,0.0,8,0.0,2,LOW_CTR,MONITOR,6866
content_00865c4622bb,0.0,20,10.0,2,LOW_CTR,MONITOR,6867
content_0097308f0d12,0.0,15,10.0,2,LOW_CTR,MONITOR,6868
content_009fe48fadc0,0.0,1,10.0,2,LOW_CTR,MONITOR,6869
content_00a292fd4e2b,0.15,104,50.0,2,STALE+HIGH_VOLUME,MONITOR,6870
content_00acfa8bfe03,0.0,20,0.0,2,LOW_CTR,MONITOR,6871
content_00ad7e2e78ec,0.0,22,10.0,2,LOW_CTR,MONITOR,6872
content_00b0b3437a65,0.27,104,30.0,2,STALE+HIGH_VOLUME,MONITOR,6873
content_00b0caa711b3,0.0,20,0.0,2,LOW_CTR,MONITOR,6874
content_00b71c2d89c4,0.0,28,0.0,2,LOW_CTR,MONITOR,6875
content_00ce7a27ff8b,0.0,8,0.0,2,LOW_CTR,MONITOR,6876
content_00d3b3cb7891,0.0,8,0.0,2,LOW_CTR,MONITOR,6877
content_00d50b1e9f30,0.0,20,10.0,2,LOW_CTR,MONITOR,6878
content_00d7d2d7958e,0.0,22,0.0,2,LOW_CTR,MONITOR,6879
content_00dda64bb29a,0.0,1,0.0,2,LOW_CTR,MONITOR,6880
content_00e82614122d,0.48,104,50.0,2,STALE+HIGH_VOLUME,MONITOR,6881
content_00ebba1e2477,0.0,20,20.0,2,LOW_CTR,MONITOR,6882
content_00f6fd6ae455,0.16,104,50.0,2,STALE+HIGH_VOLUME,MONITOR,6883
content_00f92e27f42a,0.0,20,0.0,2,LOW_CTR,MONITOR,6884
content_0101e2578614,0.0,20,0.0,2,LOW_CTR,MONITOR,6885
content_0103f50ac92e,0.0,20,0.0,2,LOW_CTR,MONITOR,6886
content_01076f3a30e2,0.0,22,0.0,2,LOW_CTR,MONITOR,6887
content_0108b1a96ce8,0.0,20,10.0,2,LOW_CTR,MONITOR,6888
content_010abac3f695,0.09,104,90.0,2,STALE+HIGH_VOLUME,MONITOR,6889
content_01118d5030d0,0.25,104,30.0,2,STALE+HIGH_VOLUME,MONITOR,6890
content_01184ecfcb70,0.0,20,0.0,2,LOW_CTR,MONITOR,6891
content_01214a6e13ab,0.0,20,0.0,2,LOW_CTR,MONITOR,6892
content_012246b92b9c,0.0,20,0.0,2,LOW_CTR,MONITOR,6893
content_012c40b3c72f,0.0,20,0.0,2,LOW_CTR,MONITOR,6894
content_012f096b291b,0.26,104,30.0,2,STALE+HIGH_VOLUME,MONITOR,6895
content_0136803b6373,0.0,1,0.0,2,LOW_CTR,MONITOR,6896
content_013b42b6edf9,0.0,22,0.0,2,LOW_CTR,MONITOR,6897
content_0142f95522bf,0.0,20,10.0,2,LOW_CTR,MONITOR,6898
content_0158e5183a23,0.0,22,10.0,2,LOW_CTR,MONITOR,6899
content_01594e67934b,0.0,8,0.0,2,LOW_CTR,MONITOR,6900
content_015dd044ee9f,0.57,104,260.0,2,STALE+HIGH_VOLUME,MONITOR,6901
content_015e1eff2791,0.0,28,0.0,2,LOW_CTR,MONITOR,6902
content_016428bd9449,0.0,28,0.0,2,LOW_CTR,MONITOR,6903
content_01660eb4b9d6,0.0,60,10.0,2,LOW_CTR,MONITOR,6904
content_0167c1c25722,0.0,28,10.0,2,LOW_CTR,MONITOR,6905
content_0172e7d51341,0.33,104,30.0,2,STALE+HIGH_VOLUME,MONITOR,6906
content_017571370a05,0.0,20,0.0,2,LOW_CTR,MONITOR,6907
content_017a8ed47420,0.0,20,0.0,2,LOW_CTR,MONITOR,6908
content_0180ba8e643b,0.0,1,0.0,2,LOW_CTR,MONITOR,6909
content_0184d9cd40b5,0.0,22,10.0,2,LOW_CTR,MONITOR,6910
content_018ebe1e96c0,0.0,20,10.0,2,LOW_CTR,MONITOR,6911
content_01908772c6db,0.45,104,110.0,2,STALE+HIGH_VOLUME,MONITOR,6912
content_019611fcc5f5,0.04,20,0.0,2,LOW_CTR,MONITOR,6913
content_01991336b73e,0.0,28,0.0,2,LOW_CTR,MONITOR,6914
content_019c503e09cb,0.0,20,0.0,2,LOW_CTR,MONITOR,6915
content_019d6a47104f,0.0,28,0.0,2,LOW_CTR,MONITOR,6916
content_01a1cc81e480,0.0,20,0.0,2,LOW_CTR,MONITOR,6917
content_01a863c92782,0.0,8,10.0,2,LOW_CTR,MONITOR,6918
content_01acbf200d38,0.0,20,0.0,2,LOW_CTR,MONITOR,6919
